d242fdc9-772b-4d97-94bb-dabdec22ebe7	Kitchen	iCooker® Amazing Happy Birthday Candles + FREE Internal Battery - Pink Flower - Best Music Singing Cake Candle for Kids - Cool Magical Sparklers for Children Birthday Party
05d4b845-1772-4f02-8dcc-b0ef4c1e06f8	Kitchen	Norpro 3080 Mini Measuring Spoons, 5 Piece Set
b848c565-1a0b-4810-9dfc-9a537cfedcbf	Jewelry	Accessory Accomplice Silvertone Guardian Angel Engraved Prayer Charm Bangle Bracelet
ae56ebfe-0abf-4a55-88fc-d838b834d4ae	Kitchen	Hamilton Beach 64650 6-Speed Classic Stand Mixer, Stainless Steel
1646a66b-4a17-4a88-86fc-d051047c0a60	Jewelry	"CHEEK JEWELRY 16g Internally Threaded Labret Post LONG - Price Per 1- 16g~1.2mm 19mm~3/4"""
4d849800-f3ef-4cfd-a12f-283ddf60f658	Jewelry	Punk Christmas Jewelry Gift Accessories Gothic Black Leather Choker Heart Chain Spike Rivet Buckle
3f6ee1b3-6b07-414b-9cb2-7517fa291300	Jewelry	Demarkt Fashion Elegant Cute Lady Girls Blue Flower Crystal Ear Stud Earrings by Lemonc
91a2f113-daee-4a7a-ab34-a92b7d09f0bc	Jewelry	Adjustable Snake and Cuban Link Body Chain with Earrings Jewelry Set (22-J151-XMJR)
58ded8c4-fed8-4f3a-a6e7-ad6229a3d69b	Jewelry	Pair (2) Wild Abalone Shell Inlay Ear Plugs Stainless Steel Screw Fit Stash Gauges - 0G 8MM
a85b1a5c-b30f-4251-bedd-7c6eebc00961	Kitchen	Periodic BeEr 16oz Pint Beer Glass
9873538d-d347-4476-976c-c7c9038c31a8	Jewelry	Stainless Steel Rounded Hoops Earrings (50mm Diameter)
07058385-de95-4456-adb8-efa70f44de6f	Kitchen	Microplane 40020 Classic Zester/grater
abc0216b-c7cc-4435-8355-a5016c4d19c5	Jewelry	SilberDream Charm Zirconia Cross crystal blue 925 Sterling Silver Pendant Lobster Clasp FC204B
b88b4e1f-064f-444d-8ce1-70a3ca272536	Kitchen	Rubbermaid Pan Organizer, Cookware Rack, Black
2fcabc7e-ba02-4519-aa47-624ce3939d86	Jewelry	10k White Gold Diamond Band Oval Aquamarine Engagement Ring
40a4744f-fa55-490f-a115-f9adefcf1243	Jewelry	Niceroker Fashion the Lord of the Rings Elf Princess Evening Star Silver Necklace
74a1fd67-30d1-4f36-bd0a-845c65ac72bb	Jewelry	Gold-Plated or Stainless Steel Omega Chain Necklace (6 mm)
be29ab4d-6bd4-4c57-aa3e-4f5d0ae48dad	Kitchen	Kitchenaid Mezzaluna and Sheath, Black
86bd9545-60b4-4aee-8b76-1522fe2851aa	Kitchen	AdnArt Water Bottle With Fruit Infuser and Lid, 20 Ounce
648bd04d-33c7-4aa0-a930-b869877c41cf	Kitchen	Epica Powerful Stainless Steel Whisper-quiet Citrus Juicer-70 Watt motor
1ec890c5-3cf5-40fa-8269-f08b9598b6c9	Jewelry	"100 White Sterling Silver Earring Display Cards Puff 1.5"" x 1.75"""
5c243374-a211-4fea-b6ae-1cf6a2b3a70e	Jewelry	"HinsonGayle AAA GEM 10-10.5mm Round Freshwater Cultured Single Pearl Solitaire Necklace Silver, 18"""
b5a45c1d-0012-427f-9ae4-45e474817607	Kitchen	Fruit Infused Water Bottle - Premium Tritan Material - BPA Free – Add Your Favorite Fruit to Enjoy Great Taste and Health Benefits - Flavored Water At Its Best – Get This Cool Flavor Infuser Today and Receive a 30 Day Love It Guarantee!
c93b5303-9f8d-47d7-bf06-ebed29783970	Jewelry	Sterling Silver Cushion Checkerboard Cut Gemstone Pendant Necklace (8mm)
0852e47c-d35f-4a5b-8745-9150b5bc4ff4	Kitchen	NEW! KEURIG Vue V600 Single Serve Cup Coffee Brewing System w/ 10 Sample Cups
32f5d10e-79a8-4c3e-a1e2-fc8becc3aa63	Jewelry	BodyJ4You Taper Kit with Plugs Double O-rings 14G-00G Stretching Kit 36 Pieces
