ab602aca-9bad-4aa9-bd42-6ce24cdf8680	5
f98cd8d3-d6fe-4ee3-8c9f-a18c1690f7a6	5
396f73e3-e3ef-4c93-a4b7-e8b04c6a2223	3
329ed5e3-8b47-4e78-961b-18b89e7da808	1
e61dca8b-3577-4c88-a9de-47db3bc3cc99	4
39191b63-8e02-4292-8d11-67c6f2bb1ae3	5
b9d72513-97db-4121-baa1-f9665b5dc1cd	5
a6260267-9a39-454f-80fa-5232909049e0	5
e3167452-e087-47e6-a77b-d0efb0a1b997	5
93163305-6046-41dc-b64b-e85b24e61269	5
34fe8d10-3554-4b0c-99a6-a000bdc47b9b	5
f768c63e-616c-4578-9b60-d2c66972992c	5
5e60bd1b-28ca-4119-bc43-c4201cef0247	5
acc327b7-d749-4900-86d2-5dea1ebb4193	5
ef3ac854-c6a0-4dd4-8342-4c20d15edac7	4
b1c07c7e-4f95-4a1e-a25f-df169de46011	5
1ad593c0-52c8-4c82-b682-21db37f862cc	1
7e51e537-6617-4450-a65b-4e5abee27b43	5
ffbd5589-5aac-4344-a591-8a4887dd1dc7	1
57c9c17b-98fd-4286-85d4-f0539e81a0d3	5
a14eb4b5-7763-464f-919b-e72804270f9a	5
2eb0961b-9bb1-4c1d-8b71-4180e706534f	5
afd402e6-1bba-43d4-9ef7-b3706409e38c	4
34ac55e7-6e90-45b5-a586-e3e8cde05e34	5
1cf19399-953a-4444-baa1-c99285443d32	5
66491d95-37ce-4f40-9058-d4cb725f2afc	3
6621caa1-2a47-4c18-8dd2-d15c4e4312b4	1
f9c56e5a-2663-4777-8076-76ee5e6309f7	5
ab09b9c4-bcd2-44ed-9873-79fb0ecd67ac	1
1d0f80ab-0fa6-42ec-907e-95e271358b9b	5
efbc939c-3ad3-4bd7-b2ef-5e34aabd3ef7	5
a76c0826-b5c9-4c83-b678-74dcdf92d8b5	4
e9e4fddb-f5d7-4fad-a2ca-84c659a2fec1	4
cc9d4991-a063-4a56-882e-2bdf2fe24be4	5
dbd8ada8-2755-4867-8dc2-8046a235c46a	5
ef884d81-0309-491e-bb76-fbf13173fdfd	5
bd8f77d8-af0d-4928-9f91-c155044a48cc	5
4d736ae6-5950-4241-9d70-d7acd2d0bd09	5
baa90425-1179-4c11-aad7-bbe646fa2556	1
