daa54754-af9c-41c0-b542-fe5eabc5919c	Kitchen	Bodum Travel Press 12-Ounce French Press Coffeemaker, Black
ab602aca-9bad-4aa9-bd42-6ce24cdf8680	Kitchen	RH Forschner by Victorinox BladeSafe for Knife Blades
f98cd8d3-d6fe-4ee3-8c9f-a18c1690f7a6	Kitchen	Bellemain 12-Cup Nonstick Madeleine Pan
396f73e3-e3ef-4c93-a4b7-e8b04c6a2223	Jewelry	8mm Heat Treated Agate Beads Tibetan Buddhist Prayer Meditation 108 Mala Necklace
329ed5e3-8b47-4e78-961b-18b89e7da808	Jewelry	"2.50 Ct Oval Black Onyx 925 Sterling Silver Pendant Earrings Set with 18"" Chain"
e61dca8b-3577-4c88-a9de-47db3bc3cc99	Kitchen	Norpro Stainless Steel Grease Catcher/Strainer
39191b63-8e02-4292-8d11-67c6f2bb1ae3	Jewelry	Meily® Tribal Ethnic Coin Tassel Gypsy Festival Turkish Beach Anklet
b9d72513-97db-4121-baa1-f9665b5dc1cd	Kitchen	Food & Wine For Gorham Modern Farmhouse 16-Piece Dinnerware Set, Dusk
a6260267-9a39-454f-80fa-5232909049e0	Kitchen	Mr. Coffee Single Serve Coffee Brewer Powered by Keurig Brewing Technology
e3167452-e087-47e6-a77b-d0efb0a1b997	Jewelry	Tibet Silver Diamante Heart Acrylic Beads Neon Eardrop Stud Earrings
93163305-6046-41dc-b64b-e85b24e61269	Jewelry	Blue and Gold-tone Stripe of Waves Glass Bead Sterling Silver Core For European Charm Bracelets
34fe8d10-3554-4b0c-99a6-a000bdc47b9b	Jewelry	Silver-tone Cross With Caduceus Emblem Nurse Pen - Perfect Nurse Gift
f768c63e-616c-4578-9b60-d2c66972992c	Kitchen	Keurig K450 Brewing System, Black
5e60bd1b-28ca-4119-bc43-c4201cef0247	Jewelry	KONOV Men's Wide Stainless Steel Rubber Bangle Bracelet, Blue Silver
acc327b7-d749-4900-86d2-5dea1ebb4193	Kitchen	Big Balls 4 Pack Large Silicone Ice Ball Mold
ef3ac854-c6a0-4dd4-8342-4c20d15edac7	Kitchen	Nostalgia SCC399 48-Inch Snow Cone Cart
b1c07c7e-4f95-4a1e-a25f-df169de46011	Kitchen	Fred & Friends COOL SHOOTERS Shot Glass Mold
1ad593c0-52c8-4c82-b682-21db37f862cc	Jewelry	Tzou Vintage Tibetan Silver Ethnic Gothic Oval Turquoise Inlay Wide Bangle Women
7e51e537-6617-4450-a65b-4e5abee27b43	Jewelry	Yazilind Jewelry Charms Design Crystal Inlay Anchor Shape Silver Plated Mini Stud Earrings
ffbd5589-5aac-4344-a591-8a4887dd1dc7	Kitchen	Veggetti Spiral Vegetable Slicer, Makes Veggie Pasta
57c9c17b-98fd-4286-85d4-f0539e81a0d3	Kitchen	Zippo Butane Fuel, 3 Pack
a14eb4b5-7763-464f-919b-e72804270f9a	Kitchen	Bartelli Soft Edge Automatic Electric Can Opener - Blue
2eb0961b-9bb1-4c1d-8b71-4180e706534f	Jewelry	Charm.L Grace Jewelry Vintage Alloy Flowers Collar Necklace Earrings Set
afd402e6-1bba-43d4-9ef7-b3706409e38c	Jewelry	Gay Rainbow Sisters Gay Pride Leather Bracelet Wristlet
34ac55e7-6e90-45b5-a586-e3e8cde05e34	Kitchen	"Vegetable Peeler, Ergonomic Pressure Absorbing Handle, Stainless Steel Blade, Modern Super ""Y"" Pro, Red"
1cf19399-953a-4444-baa1-c99285443d32	Kitchen	Biscuit Sheet
66491d95-37ce-4f40-9058-d4cb725f2afc	Jewelry	BodyJ4You Professional Body Piercing Kit (Belly Button,Tongue, Eyebrow, Nipple, Lip, Nose) 14G Needles
6621caa1-2a47-4c18-8dd2-d15c4e4312b4	Jewelry	JC128 Flower Earrings, Starfish Earrings, Faux Diamond Embellished Earrings
f9c56e5a-2663-4777-8076-76ee5e6309f7	Kitchen	Crock-Pot Crock-Pot 20-Ounce Lunch Crock Food Warmer, Black/Blue,  1, Black/Blue
ab09b9c4-bcd2-44ed-9873-79fb0ecd67ac	Kitchen	T-fal A90996 Specialty Stainless Steel Double Boiler with Phenolic Handle Cookware
1d0f80ab-0fa6-42ec-907e-95e271358b9b	Jewelry	Tomas Sterling Silver Crystal Stud Earrings - Pacific Opal
efbc939c-3ad3-4bd7-b2ef-5e34aabd3ef7	Kitchen	Wusthof Gourmet Offset Slotted Spatula, 6-1/2-Inch
a76c0826-b5c9-4c83-b678-74dcdf92d8b5	Kitchen	Delonghi EMK6 Alicia Electric Moka Espresso Coffee Maker
e9e4fddb-f5d7-4fad-a2ca-84c659a2fec1	Kitchen	Joseph Joseph Twist 2-in-1 Silicone Whisk
cc9d4991-a063-4a56-882e-2bdf2fe24be4	Kitchen	Bakelicious 72830 Christmas Barkitecture Chocolate Mold, Silicone
dbd8ada8-2755-4867-8dc2-8046a235c46a	Kitchen	Inspired Basics Cast Iron Cleaner XL 8x6 Inch 316L Highest Grade Stainless Steel Cast Iron Skillet Cleaner
ef884d81-0309-491e-bb76-fbf13173fdfd	Kitchen	"12"" Latex Balloons"
bd8f77d8-af0d-4928-9f91-c155044a48cc	Kitchen	Lakemint Zoodle Chef Vegetable Spiralizer with Recipe e-Book and Cleaning Brush
4d736ae6-5950-4241-9d70-d7acd2d0bd09	Kitchen	Ivation Lightweight Digital Kitchen Scale w/Plastic-Covered Buttons - Ounce, Milliliter & Gram Weight Units - Features 11 Pounds Capacity & One-Button Tare Setting
baa90425-1179-4c11-aad7-bbe646fa2556	Kitchen	Zak Designs Confetti Red Extra Large Mixing Bowl
0d3d2799-aaf1-4c31-9533-ee16ec4c3fb3	Jewelry	Girls Earrings - This Cute Pair of Little Girls Stud Earrings Is Studded with Clear and Pink Rhinestones - Jewelry for Girls or Flower Girls Are Always Popular Gifts
714b4282-7773-416f-9031-50784580dc45	Kitchen	Cybrtrayd Life of the Party AO062 Cherry Bon-Bon Chocolate Candy Mold in Sealed Protective Poly Bag Imprinted with Copyrighted Cybrtrayd Molding Instructions
dcaab57e-2ae1-4662-96f3-40629b0ec8e5	Jewelry	Rembrandt Charms Music Charm with Lobster Clasp
77398786-8b44-4f8e-a35e-b87071fe6e3c	Jewelry	Bling Jewelry Kids Red Enamel Apple 925 Sterling Silver 11mm
cd3b254e-1398-4001-9642-eba75d67dfad	Kitchen	Rubbermaid 26073 Limited Edition Dishwasher Safe Pitcher, Red
7026f0cc-8370-4abf-a2d8-1f59244f0700	Jewelry	Aiyaya Jewelry Vintage Grand Choker Rhinestones Fashion Necklace
e8f86669-aa81-4ecc-9711-6f1d7eb6c07f	Kitchen	12 Black Plastic Pour Spout Dust Cap Covers Universal Dust and Bug Protection
36bb9b53-cc30-44d4-8408-23c19b9d6564	Kitchen	Cute Rilakkuma Bear Plastic Chopsticks with Silicone Guides -Brown Color
70128d47-b744-4421-96ff-a52d3b0d52cf	Jewelry	Sterling Silver Purple Amethyst & White Topaz Gemstone Women's Ring Sizes 5 to 9 (4.90 cttw, 14X10MM Oval)
19d3c205-8dfb-473d-ad21-30514e05e2f5	Jewelry	Aqua lt blue Flower Starfish top & bottom 2 pc spinal Belly button navel Ring piercing bar body jewelry 14g
bf4f3700-b6e3-4000-a88d-acf081884641	Jewelry	Lokai Bracelet - Medium
1c6417db-3cda-4a02-bb43-71104c2f5f7a	Jewelry	Sterling Silver Swirl Hook Swarovski Elements Crystal Heart Drop Earrings
b0e6bb50-a31e-44e5-a68d-caaeec6470ad	Kitchen	OXO Good Grips Zester and Grater
